0.002104	0.0024	1.00
0.002622	0.0151	1.00
0.002011	0.0054	1.00
0.002498	0.0231	0.99
0.002220	-0.0031	1.00
0.002291	-0.0126	1.00
0.001971	-0.0231	0.99
0.002190	-0.0220	1.00
0.003184	0.0866	0.95
0.003999	0.1299	0.93
0.001682	-0.0137	1.00
0.001644	-0.0109	1.00
0.002570	0.0183	0.99
0.002204	-0.0026	1.00
0.002249	-0.0124	1.00
0.001887	-0.0259	0.99
0.003036	0.0332	0.99
0.001715	0.0214	0.99
0.001381	-0.0046	1.00
0.000972	-0.0044	1.00
0.001624	-0.0014	1.00
0.000613	-0.0006	0.99
0.000881	-0.0101	0.99
0.000512	-0.0079	0.98
0.003833	0.0428	0.99
0.000734	-0.0030	0.99
0.001039	-0.0101	0.99
0.001383	0.0025	1.00
0.001884	0.0008	1.00
0.002514	0.0210	0.99
0.002275	0.0286	0.99
0.002230	0.0154	0.99
0.001455	-0.0106	1.00
0.001754	-0.0024	1.00
0.003104	0.0476	0.98
0.001349	-0.0067	1.00
0.001763	-0.0052	1.00
0.003033	0.0347	0.99
0.000863	-0.0072	0.99
0.002865	0.0121	0.99
0.000688	-0.0005	0.99
0.002556	0.0188	0.99
0.000580	0.0004	0.99
0.000574	-0.0032	0.99
0.000340	-0.0033	0.99
0.000762	-0.0030	1.00
0.000565	-0.0019	0.99
0.000495	-0.0023	0.99
0.001359	-0.0012	1.00
0.000542	-0.0039	0.99
0.002334	0.0103	1.00
0.002229	0.0178	0.99
0.001538	-0.0008	1.00
0.001260	-0.0086	0.99
0.001724	-0.0025	1.00
0.002241	-0.0200	1.00
0.002075	0.0219	0.99
0.003310	0.0645	0.97
0.003006	0.0553	0.98
0.002302	0.0064	1.00
0.001694	-0.0087	1.00
0.002926	0.0554	0.97
0.001948	-0.0076	1.00
0.001817	-0.0198	0.99
0.002947	0.0299	0.99
0.001673	0.0173	0.99
0.002281	-0.0044	1.00
0.003932	0.1146	0.94
0.000535	-0.0049	0.99
0.002875	-0.0171	1.00
0.000983	-0.0091	0.99
0.002698	0.0029	1.00
0.001935	-0.0006	1.00
0.002971	0.0673	0.96
0.001677	-0.0023	1.00
0.001325	-0.0062	1.00
0.002391	0.0430	0.97
0.002307	-0.0064	1.00
0.003624	0.1119	0.95
0.003084	0.0677	0.97
0.001834	-0.0066	1.00
0.002920	0.0358	0.98
0.001601	0.0063	1.00
0.001914	0.0196	0.99
0.002192	-0.0023	1.00
0.001395	0.0001	1.00
0.001861	0.0000	1.00
0.002559	0.0079	1.00
0.001515	0.0010	1.00
0.001564	0.0065	0.99
0.002161	0.0040	1.00
0.003042	0.0846	0.95
0.003616	0.1334	0.93
0.002968	0.0227	0.99
0.003576	0.0559	0.98
0.002467	0.0425	0.98
0.002316	0.0152	0.99
0.004203	0.1166	0.95
0.002191	0.0110	0.99
0.004071	0.1576	0.93
0.002199	0.0023	1.00
0.002967	0.1299	0.92
0.002378	0.0167	0.99
0.002882	0.0447	0.98
0.002206	0.0154	0.99
0.001566	-0.0088	1.00
0.000481	-0.0064	0.97
0.000991	-0.0090	0.99
0.002324	0.0105	1.00
0.002093	-0.0020	1.00
0.001494	-0.0123	0.99
0.001087	-0.0198	0.98
0.000653	-0.0037	0.99
0.002443	0.0155	1.00
0.000444	-0.0043	0.98
0.001396	-0.0046	1.00
0.000391	-0.0020	0.99
0.000774	-0.0023	0.99
0.000705	-0.0044	1.00
0.000420	-0.0030	0.99
0.000643	-0.0007	0.99
0.000703	0.0008	0.99
0.002759	0.0147	1.00
0.001125	-0.0032	1.00
0.000682	-0.0036	0.99
0.001607	-0.0048	1.00
0.000872	-0.0102	0.99
0.002117	0.0014	1.00
0.004431	0.1069	0.96
0.000744	-0.0099	0.98
