0.002023	0.0002	1.00
0.002578	0.0109	1.00
0.001931	0.0051	1.00
0.002460	0.0186	0.99
0.002136	-0.0042	1.00
0.002211	-0.0146	1.00
0.001939	-0.0258	0.99
0.002152	-0.0256	0.99
0.003166	0.0773	0.96
0.004005	0.1194	0.94
0.001646	-0.0161	0.99
0.001603	-0.0122	1.00
0.002501	0.0142	0.99
0.002155	-0.0061	1.00
0.002166	-0.0143	1.00
0.001825	-0.0274	0.99
0.002966	0.0291	0.99
0.001691	0.0186	0.99
0.001339	-0.0064	1.00
0.000953	-0.0057	0.99
0.001566	-0.0034	1.00
0.000599	-0.0017	0.99
0.000841	-0.0094	0.99
0.000477	-0.0072	0.98
0.003754	0.0378	0.99
0.000691	-0.0031	0.99
0.000997	-0.0096	0.99
0.001308	0.0022	1.00
0.001812	-0.0004	1.00
0.002501	0.0142	0.99
0.002284	0.0203	0.99
0.002204	0.0114	1.00
0.001424	-0.0132	0.99
0.001721	-0.0057	1.00
0.002992	0.0470	0.98
0.001292	-0.0065	1.00
0.001676	-0.0056	1.00
0.002985	0.0293	0.99
0.000820	-0.0075	0.99
0.002784	0.0090	1.00
0.000663	-0.0014	0.99
0.002468	0.0173	0.99
0.000580	-0.0022	1.00
0.000546	-0.0026	0.99
0.000328	-0.0035	0.99
0.000762	-0.0046	0.99
0.000558	-0.0022	0.99
0.000469	-0.0023	0.99
0.001293	-0.0014	1.00
0.000511	-0.0042	0.99
0.002291	0.0061	1.00
0.002211	0.0112	1.00
0.001454	-0.0002	1.00
0.001216	-0.0103	0.99
0.001649	-0.0026	1.00
0.002139	-0.0215	0.99
0.002048	0.0173	0.99
0.003293	0.0561	0.98
0.002963	0.0491	0.98
0.002241	0.0041	1.00
0.001649	-0.0113	1.00
0.002900	0.0490	0.98
0.001882	-0.0106	1.00
0.001748	-0.0203	0.99
0.002853	0.0287	0.99
0.001667	0.0133	0.99
0.002206	-0.0062	1.00
0.003942	0.1032	0.95
0.000520	-0.0050	0.98
0.002780	-0.0181	1.00
0.000926	-0.0082	0.99
0.002626	-0.0000	1.00
0.001873	-0.0021	1.00
0.002930	0.0611	0.96
0.001612	-0.0033	1.00
0.001259	-0.0068	1.00
0.002394	0.0355	0.98
0.002220	-0.0076	1.00
0.003650	0.1003	0.95
0.003025	0.0630	0.97
0.001788	-0.0087	1.00
0.002915	0.0278	0.99
0.001564	0.0028	1.00
0.001879	0.0150	0.99
0.002323	-0.0031	1.00
0.001502	-0.0051	1.00
0.003319	0.1921	0.86
0.002529	0.0025	1.00
0.003069	0.0646	0.98
0.002981	0.0295	0.98
0.002274	-0.0001	1.00
0.003053	0.0772	0.96
0.003626	0.1216	0.94
0.002951	0.0148	0.99
0.003507	0.0484	0.98
0.002419	0.0374	0.98
0.002283	0.0111	1.00
0.004167	0.1063	0.96
0.002147	0.0076	1.00
0.004044	0.1475	0.94
0.002175	-0.0016	1.00
0.003005	0.1199	0.93
0.002322	0.0137	0.99
0.002840	0.0395	0.98
0.002169	0.0113	1.00
0.001517	-0.0109	1.00
0.000450	-0.0063	0.98
0.000929	-0.0078	0.99
0.002307	0.0048	1.00
0.002021	-0.0033	1.00
0.001450	-0.0133	0.99
0.001045	-0.0205	0.97
0.000632	-0.0041	0.99
0.002380	0.0135	1.00
0.000421	-0.0042	0.99
0.001339	-0.0049	1.00
0.000383	-0.0029	0.98
0.000729	-0.0014	0.99
0.000673	-0.0051	0.99
0.000422	-0.0037	0.98
0.000618	-0.0011	0.99
0.000677	0.0002	1.00
0.002703	0.0112	1.00
0.001083	-0.0039	1.00
0.000643	-0.0033	1.00
0.001516	-0.0042	1.00
0.000833	-0.0105	0.99
0.002022	0.0002	1.00
0.004387	0.0974	0.96
0.000704	-0.0097	0.98
0.000695	-0.0036	0.99
0.003527	0.0421	0.99
0.000904	0.0007	1.00
0.002028	-0.0056	1.00
0.001300	-0.0122	0.99
0.001280	0.0055	1.00
0.001936	0.0007	1.00
0.002798	0.0373	0.98
0.001855	0.0052	1.00
0.001103	-0.0061	1.00
0.001571	-0.0025	1.00
0.003133	0.0440	0.98
0.002429	0.0126	1.00
0.000785	-0.0129	0.98
0.001615	0.0014	1.00
0.002549	-0.0028	1.00
0.002164	0.0201	0.99
0.003530	0.0897	0.96
0.002533	0.0239	0.99
0.003213	0.0181	0.99
0.003740	0.0708	0.97
0.001569	0.0091	1.00
0.001827	-0.0019	1.00
0.002187	0.0014	1.00
0.002777	-0.0135	1.00
0.003674	0.0666	0.97
0.001882	-0.0157	1.00
0.001207	-0.0154	0.99
0.002953	0.0402	0.98
0.003105	0.0376	0.99
0.002367	0.0095	0.99
0.001885	0.0042	1.00
0.001812	0.0026	1.00
0.002465	0.0165	0.99
0.002192	0.0060	1.00
0.001999	0.0010	1.00
0.003552	0.1379	0.92
0.003075	0.0579	0.98
0.002999	0.0158	0.99
0.002677	0.0913	0.94
0.003642	0.1623	0.90
0.002337	-0.0074	1.00
0.002323	-0.0132	1.00
0.002061	-0.0018	1.00
0.003069	0.0127	1.00
0.003098	0.0677	0.96
0.003534	0.1238	0.93
0.002946	0.0159	0.99
0.003483	0.0412	0.99
0.001864	0.0257	0.99
0.003639	0.1051	0.95
0.001934	0.0212	0.99
0.001943	-0.0005	1.00
0.001393	0.0020	1.00
0.001819	0.0026	1.00
0.001241	-0.0057	1.00
0.001496	-0.0022	1.00
0.002804	0.0167	0.99
0.003084	0.0353	0.99
0.002306	0.0150	0.99
0.001559	-0.0053	1.00
0.002792	0.0478	0.98
0.000816	-0.0155	0.97
0.001758	-0.0031	1.00
0.001531	-0.0201	0.99
0.000602	-0.0033	0.99
0.004456	0.4000	0.76
0.000666	0.0017	0.99
0.001536	-0.0053	1.00
0.001226	0.0023	1.00
0.001470	-0.0043	1.00
0.001355	0.0000	1.00
0.001583	0.0075	0.99
0.000834	-0.0084	0.99
0.002518	0.0028	1.00
0.001355	0.0023	1.00
0.001153	-0.0070	1.00
0.002574	0.0121	1.00
0.002743	0.0329	0.99
0.000860	-0.0090	0.99
0.001961	0.0003	1.00
0.001646	0.0096	0.99
0.001693	0.0019	1.00
0.001786	-0.0024	1.00
0.000548	-0.0085	0.97
0.001740	0.0059	1.00
0.000941	-0.0067	0.99
0.001679	-0.0083	1.00
0.001575	0.0059	0.99
0.002494	0.0093	1.00
0.001319	-0.0119	0.99
0.001418	0.0016	1.00
0.001619	0.0025	1.00
0.000887	-0.0059	0.99
0.001778	0.0236	0.98
0.002450	0.0041	1.00
0.001554	0.0013	1.00
0.001438	-0.0034	1.00
0.002089	-0.0018	1.00
0.002740	0.0030	0.99
0.004303	0.1627	0.92
0.002461	-0.0102	1.00
0.002292	0.0000	1.00
0.002300	0.0066	1.00
0.001999	0.0123	0.99
0.001482	-0.0067	1.00
0.001722	0.0599	0.94
0.003256	0.0571	0.98
0.003407	0.0316	0.99
0.001720	0.0116	0.99
0.002808	0.0208	0.99
0.002764	0.0136	0.99
0.001775	0.0195	0.99
0.001371	-0.0057	1.00
0.001872	-0.0061	1.00
0.003648	0.1619	0.91
0.003698	0.1196	0.94
0.001546	-0.0175	0.99
0.001488	0.0039	1.00
0.001833	0.0079	1.00
0.002838	0.0031	0.99
0.004224	0.1805	0.90
0.002379	-0.0280	0.99
0.001015	-0.0078	0.99
0.002700	0.0074	1.00
0.000734	-0.0032	0.99
0.001364	-0.0055	1.00
0.001448	0.0033	1.00
0.001514	-0.0041	1.00
0.002804	0.0373	0.98
0.001986	-0.0250	0.99
0.002091	-0.0161	1.00
0.003091	0.0559	0.97
0.001471	-0.0055	1.00
0.001329	0.0015	1.00
0.001806	0.0002	1.00
